"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LTU","STUDPERTEACHER","PRY","RT","A","2014",10.233,
"LTU","STUDPERTEACHER","PRY","RT","A","2015",10.256,
"LTU","STUDPERTEACHER","PRY","RT","A","2016",10.47,
"LTU","STUDPERTEACHER","PRY","RT","A","2017",10.619,
"LTU","STUDPERTEACHER","TRY","RT","A","2013",16.571,
"LTU","STUDPERTEACHER","TRY","RT","A","2014",16.074,
"LTU","STUDPERTEACHER","TRY","RT","A","2015",16.451,
"LTU","STUDPERTEACHER","TRY","RT","A","2016",16.277,
"LTU","STUDPERTEACHER","TRY","RT","A","2017",16.23,
"LTU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",9.997,
"LTU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",10.406,
"LTU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",10.538,
"LTU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",10.376,
"LTU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",10.83,
"LTU","STUDPERTEACHER","SRY","RT","A","2013",7.741,
"LTU","STUDPERTEACHER","SRY","RT","A","2014",7.616,
"LTU","STUDPERTEACHER","SRY","RT","A","2015",7.531,
"LTU","STUDPERTEACHER","SRY","RT","A","2016",7.412,
"LTU","STUDPERTEACHER","SRY","RT","A","2017",7.518,
"RUS","STUDPERTEACHER","PRY","RT","A","2013",20.318,
"RUS","STUDPERTEACHER","PRY","RT","A","2014",20.239,
"RUS","STUDPERTEACHER","PRY","RT","A","2015",20.566,
"RUS","STUDPERTEACHER","PRY","RT","A","2016",21.038,
"RUS","STUDPERTEACHER","PRY","RT","A","2017",21.105,
"RUS","STUDPERTEACHER","TRY","RT","A","2013",10.768,
"RUS","STUDPERTEACHER","TRY","RT","A","2014",10.917,
"RUS","STUDPERTEACHER","TRY","RT","A","2015",10.96,
"RUS","STUDPERTEACHER","TRY","RT","A","2016",10.88,
"RUS","STUDPERTEACHER","TRY","RT","A","2017",11.813,
"RUS","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",9.577,
"RUS","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",9.577,
"RUS","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",10.648,
"RUS","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",10.965,
"RUS","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",11.031,
"RUS","STUDPERTEACHER","SRY","RT","A","2013",8.917,
"RUS","STUDPERTEACHER","SRY","RT","A","2014",8.848,
"RUS","STUDPERTEACHER","SRY","RT","A","2015",10.385,
"RUS","STUDPERTEACHER","SRY","RT","A","2016",10.637,
"RUS","STUDPERTEACHER","SRY","RT","A","2017",10.44,
"SAU","STUDPERTEACHER","PRY","RT","A","2013",10.544,
"SAU","STUDPERTEACHER","PRY","RT","A","2014",10.759,
"SAU","STUDPERTEACHER","PRY","RT","A","2015",10.901,
"SAU","STUDPERTEACHER","PRY","RT","A","2016",11.681,
"SAU","STUDPERTEACHER","TRY","RT","A","2013",20.971,
"SAU","STUDPERTEACHER","TRY","RT","A","2014",20.276,
"SAU","STUDPERTEACHER","TRY","RT","A","2015",19.845,
"SAU","STUDPERTEACHER","TRY","RT","A","2016",20.335,
"SAU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",9.63,
"SAU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",10.816,
"SAU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",10.69,
"SAU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",10.823,
"SAU","STUDPERTEACHER","SRY","RT","A","2013",10.765,
"SAU","STUDPERTEACHER","SRY","RT","A","2014",10.962,
"SAU","STUDPERTEACHER","SRY","RT","A","2015",,"M"
"SAU","STUDPERTEACHER","SRY","RT","A","2016",,"M"
"SVN","STUDPERTEACHER","PRY","RT","A","2013",15.995,
"SVN","STUDPERTEACHER","PRY","RT","A","2014",15.862,
"SVN","STUDPERTEACHER","PRY","RT","A","2015",15.888,
"SVN","STUDPERTEACHER","PRY","RT","A","2016",14.282,
"SVN","STUDPERTEACHER","PRY","RT","A","2017",14.45,
"SVN","STUDPERTEACHER","TRY","RT","A","2013",18.087,
"SVN","STUDPERTEACHER","TRY","RT","A","2014",17.075,
"SVN","STUDPERTEACHER","TRY","RT","A","2015",17.081,
"SVN","STUDPERTEACHER","TRY","RT","A","2016",15.324,
"SVN","STUDPERTEACHER","TRY","RT","A","2017",14.947,
"SVN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",8.136,
"SVN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",8.112,
"SVN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",8.058,
"SVN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",8.045,
"SVN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",7.956,
"SVN","STUDPERTEACHER","SRY","RT","A","2013",10.802,
"SVN","STUDPERTEACHER","SRY","RT","A","2014",10.886,
"SVN","STUDPERTEACHER","SRY","RT","A","2015",10.899,
"SVN","STUDPERTEACHER","SRY","RT","A","2016",9.384,
"SVN","STUDPERTEACHER","SRY","RT","A","2017",9.269,
"ZAF","STUDPERTEACHER","PRY","RT","A","2013",32.029,
"ZAF","STUDPERTEACHER","PRY","RT","A","2014",32.768,
"ZAF","STUDPERTEACHER","PRY","RT","A","2015",30.332,
"ZAF","STUDPERTEACHER","PRY","RT","A","2016",30.332,
"ZAF","STUDPERTEACHER","TRY","RT","A","2013",,"M"
"ZAF","STUDPERTEACHER","TRY","RT","A","2014",,"M"
"ZAF","STUDPERTEACHER","TRY","RT","A","2015",,"M"
"ZAF","STUDPERTEACHER","TRY","RT","A","2016",,"M"
"ZAF","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",,"M"
"ZAF","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",,"M"
"ZAF","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",,"M"
"ZAF","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",,"M"
"ZAF","STUDPERTEACHER","SRY","RT","A","2013",,"M"
"ZAF","STUDPERTEACHER","SRY","RT","A","2014",,"M"
"ZAF","STUDPERTEACHER","SRY","RT","A","2015",27.782,
"ZAF","STUDPERTEACHER","SRY","RT","A","2016",27.782,
